year,URBRUR,age,country_direction,country_econ_condit,present_living_condit,living_condit_v_oth,radio_news,tv_news,newspaper_news,internet_news,social_med_news,information_school_budget,information_local_gov_dev_plan,information_business_registry,sat_dem,bribe_school_services,bribe_med_services,gov_handling_basic_health,gov_handling_edu_needs,gov_handling_corruption,better_worse_access_medical_care,better_worse_gov_effectiveness_edu_needs,edu,gender,country
2012,1,19,1,2,4,2,3,4,4,4,"NA","NA","NA","NA",3,7,7,3,3,2,"NA","NA",5,1,ghana
2012,1,30,2,5,5,4,4,4,0,0,"NA","NA","NA","NA",4,7,7,4,4,3,"NA","NA",4,2,ghana
2012,1,26,2,3,4,3,4,4,3,4,"NA","NA","NA","NA",1,0,0,2,2,2,"NA","NA",6,1,ghana
2012,1,21,2,4,4,4,3,4,0,0,"NA","NA","NA","NA",3,0,0,3,3,3,"NA","NA",6,2,ghana
2012,1,65,2,4,4,4,4,4,0,0,"NA","NA","NA","NA",2,0,0,3,2,3,"NA","NA",6,1,ghana
2012,1,25,2,5,5,4,4,4,0,0,"NA","NA","NA","NA",4,7,7,3,3,1,"NA","NA",2,1,ghana
2012,1,33,1,1,2,3,3,1,0,0,"NA","NA","NA","NA",4,0,0,3,2,1,"NA","NA",0,2,ghana
2012,1,65,2,4,1,1,4,4,0,0,"NA","NA","NA","NA",2,0,0,4,4,2,"NA","NA",0,2,ghana
2012,1,30,1,2,4,4,3,4,0,3,"NA","NA","NA","NA",3,0,0,3,3,2,"NA","NA",6,1,ghana
2012,1,22,2,4,4,4,3,0,3,0,"NA","NA","NA","NA",3,7,7,3,2,2,"NA","NA",5,2,ghana
2012,2,30,1,4,4,3,0,0,0,0,"NA","NA","NA","NA",3,0,0,3,1,3,"NA","NA",0,2,ghana
2012,2,29,2,5,5,4,4,0,0,0,"NA","NA","NA","NA",3,0,0,1,1,3,"NA","NA",2,1,ghana
2012,2,27,2,4,4,4,4,1,0,0,"NA","NA","NA","NA",4,0,0,1,2,2,"NA","NA",2,1,ghana
2012,2,30,1,4,4,4,0,0,0,0,"NA","NA","NA","NA",3,0,0,1,1,2,"NA","NA",0,2,ghana
2012,2,45,1,2,2,3,0,0,0,0,"NA","NA","NA","NA",3,7,7,3,3,1,"NA","NA",0,2,ghana
2012,2,20,1,4,4,4,0,0,0,0,"NA","NA","NA","NA",3,7,7,2,3,1,"NA","NA",2,1,ghana
2012,2,29,1,4,3,2,4,4,0,0,"NA","NA","NA","NA",3,0,0,1,3,2,"NA","NA",3,1,ghana
2012,2,35,1,3,3,2,2,3,0,0,"NA","NA","NA","NA",3,0,0,2,3,2,"NA","NA",0,2,ghana
2012,2,18,2,4,3,3,3,4,0,2,"NA","NA","NA","NA",1,0,0,4,4,4,"NA","NA",3,2,ghana
2012,2,22,2,3,3,3,1,0,0,0,"NA","NA","NA","NA",4,0,0,2,1,4,"NA","NA",4,2,ghana
2012,2,23,2,5,2,4,4,4,0,0,"NA","NA","NA","NA",3,0,0,3,4,3,"NA","NA",4,2,ghana
2012,2,28,2,2,2,3,4,4,2,1,"NA","NA","NA","NA",3,0,0,2,1,2,"NA","NA",5,1,ghana
2012,2,56,2,2,2,2,1,0,0,0,"NA","NA","NA","NA",4,0,0,3,2,3,"NA","NA",3,1,ghana
2012,2,19,2,2,2,2,4,1,0,0,"NA","NA","NA","NA",2,0,2,3,3,2,"NA","NA",5,1,ghana
2012,2,31,1,1,1,2,2,0,0,0,"NA","NA","NA","NA",4,0,0,3,3,2,"NA","NA",0,2,ghana
2012,2,46,2,4,3,4,3,0,0,0,"NA","NA","NA","NA",3,0,0,3,2,2,"NA","NA",0,1,ghana
2012,2,25,2,3,3,1,2,0,0,0,"NA","NA","NA","NA",3,0,0,2,2,2,"NA","NA",0,1,ghana
2012,2,50,2,4,3,1,3,0,0,0,"NA","NA","NA","NA",2,0,0,2,2,2,"NA","NA",0,2,ghana
2012,2,20,2,4,4,3,4,1,0,0,"NA","NA","NA","NA",2,0,0,4,3,3,"NA","NA",3,1,ghana
2012,2,19,1,2,2,2,4,1,0,0,"NA","NA","NA","NA",1,0,0,4,4,3,"NA","NA",3,2,ghana
2012,2,65,1,4,4,2,4,1,0,0,"NA","NA","NA","NA",2,0,0,3,2,3,"NA","NA",0,1,ghana
2012,2,34,2,3,3,3,3,0,0,0,"NA","NA","NA","NA",4,0,0,3,3,3,"NA","NA",0,1,ghana
2012,2,50,2,4,4,4,2,0,0,0,"NA","NA","NA","NA",3,0,0,3,3,3,"NA","NA",0,2,ghana
2012,2,50,2,4,3,2,3,0,0,0,"NA","NA","NA","NA",2,0,0,2,2,3,"NA","NA",0,1,ghana
2012,2,29,2,3,3,2,3,0,0,0,"NA","NA","NA","NA",2,0,0,2,3,2,"NA","NA",0,2,ghana
2012,2,38,1,3,4,4,4,0,0,0,"NA","NA","NA","NA",3,7,7,3,4,3,"NA","NA",0,1,ghana
2012,2,30,1,3,3,3,0,0,0,0,"NA","NA","NA","NA",3,0,0,4,4,2,"NA","NA",0,2,ghana
2012,2,24,1,4,4,4,0,0,0,0,"NA","NA","NA","NA",3,0,0,2,4,4,"NA","NA",0,2,ghana
2012,2,68,1,4,4,4,4,0,0,0,"NA","NA","NA","NA",3,0,0,4,4,3,"NA","NA",0,1,ghana
2012,2,27,1,1,1,2,3,0,0,0,"NA","NA","NA","NA",3,7,0,3,3,2,"NA","NA",0,1,ghana
2012,2,22,2,1,1,4,4,0,0,0,"NA","NA","NA","NA",3,0,0,3,3,3,"NA","NA",4,1,ghana
2012,2,30,2,3,3,3,0,0,0,0,"NA","NA","NA","NA",2,0,0,2,3,3,"NA","NA",0,2,ghana
2012,2,35,2,3,3,3,4,1,0,0,"NA","NA","NA","NA",3,0,0,3,3,3,"NA","NA",0,1,ghana
2012,2,50,2,4,4,4,4,0,0,0,"NA","NA","NA","NA",4,1,0,4,2,4,"NA","NA",0,2,ghana
2012,2,45,2,2,2,4,4,0,0,0,"NA","NA","NA","NA",4,0,0,4,3,3,"NA","NA",0,2,ghana
2012,2,38,1,2,2,3,4,0,0,0,"NA","NA","NA","NA",4,0,0,3,3,3,"NA","NA",0,1,ghana
2012,2,32,2,5,5,5,0,0,0,0,"NA","NA","NA","NA",2,0,0,3,3,2,"NA","NA",0,2,ghana
2012,2,46,1,4,4,5,4,0,0,0,"NA","NA","NA","NA",4,0,0,3,4,2,"NA","NA",0,1,ghana
2012,1,30,1,2,2,2,0,4,0,0,"NA","NA","NA","NA",3,0,0,3,3,2,"NA","NA",0,1,ghana
2012,1,23,2,4,4,5,0,0,0,0,"NA","NA","NA","NA",2,0,0,3,3,3,"NA","NA",2,1,ghana
2012,1,25,2,4,4,4,0,0,0,0,"NA","NA","NA","NA",3,0,0,3,2,2,"NA","NA",2,2,ghana
2012,1,50,2,4,4,3,4,4,0,0,"NA","NA","NA","NA",4,0,0,4,4,3,"NA","NA",0,1,ghana
2012,1,25,1,2,1,2,0,0,0,0,"NA","NA","NA","NA",4,0,0,3,2,2,"NA","NA",0,2,ghana
2012,2,27,2,2,3,3,4,4,0,0,"NA","NA","NA","NA",3,0,0,4,4,4,"NA","NA",1,1,ghana
2012,2,45,1,2,2,3,4,2,0,0,"NA","NA","NA","NA",3,7,7,2,4,1,"NA","NA",0,2,ghana
2012,2,19,1,2,4,4,4,2,0,2,"NA","NA","NA","NA",4,1,1,3,3,3,"NA","NA",3,1,ghana
2012,2,20,2,4,5,4,0,0,0,0,"NA","NA","NA","NA",3,0,0,3,2,2,"NA","NA",0,2,ghana
2012,2,47,2,4,3,3,4,0,0,0,"NA","NA","NA","NA",4,0,0,4,3,3,"NA","NA",0,1,ghana
2012,1,36,1,1,1,3,1,4,0,0,"NA","NA","NA","NA",2,7,0,2,2,1,"NA","NA",0,2,ghana
2012,1,33,1,1,2,2,4,0,0,0,"NA","NA","NA","NA",1,7,0,3,4,2,"NA","NA",0,1,ghana
2012,1,36,2,4,4,4,3,4,0,0,"NA","NA","NA","NA",4,0,0,3,4,3,"NA","NA",0,2,ghana
2012,1,73,2,5,5,5,4,4,0,0,"NA","NA","NA","NA",4,0,0,3,3,3,"NA","NA",0,1,ghana
2012,1,58,1,2,2,2,4,0,0,0,"NA","NA","NA","NA",3,0,0,4,3,3,"NA","NA",0,1,ghana
2012,1,27,2,2,3,3,4,2,0,0,"NA","NA","NA","NA",3,0,0,4,4,3,"NA","NA",0,2,ghana
2012,1,26,1,2,2,4,2,0,0,0,"NA","NA","NA","NA",4,0,0,3,3,2,"NA","NA",5,1,ghana
2012,1,20,1,1,1,4,3,4,0,0,"NA","NA","NA","NA",3,0,0,2,3,3,"NA","NA",5,2,ghana
2012,1,33,2,4,4,3,3,0,0,0,"NA","NA","NA","NA",4,0,0,3,3,3,"NA","NA",0,2,ghana
2012,1,20,2,4,4,4,3,3,0,2,"NA","NA","NA","NA",3,7,0,4,2,1,"NA","NA",4,1,ghana
2012,1,30,2,4,4,4,3,3,0,0,"NA","NA","NA","NA",3,7,7,4,4,4,"NA","NA",0,1,ghana
2012,1,65,2,4,4,3,3,0,0,0,"NA","NA","NA","NA",3,0,0,4,4,4,"NA","NA",0,2,ghana
2012,1,45,1,1,2,3,4,4,0,0,"NA","NA","NA","NA",3,0,0,3,3,3,"NA","NA",6,1,ghana
2012,1,24,1,3,4,3,1,1,0,0,"NA","NA","NA","NA",3,0,0,3,3,3,"NA","NA",2,2,ghana
2012,1,28,2,5,5,5,3,4,0,0,"NA","NA","NA","NA",4,0,0,4,4,4,"NA","NA",4,1,ghana
2012,2,70,1,5,5,3,3,0,0,0,"NA","NA","NA","NA",4,0,0,2,2,3,"NA","NA",0,2,ghana
2012,2,30,2,4,4,3,4,0,0,0,"NA","NA","NA","NA",4,0,0,3,3,3,"NA","NA",5,1,ghana
2012,2,37,2,4,4,2,4,1,0,0,"NA","NA","NA","NA",4,0,0,4,4,3,"NA","NA",1,1,ghana
2012,2,64,1,2,2,2,3,0,0,0,"NA","NA","NA","NA",1,7,0,3,2,2,"NA","NA",0,2,ghana
2012,2,34,2,2,2,2,3,0,0,0,"NA","NA","NA","NA",4,0,0,3,3,2,"NA","NA",5,1,ghana
2012,2,24,2,3,4,2,4,0,0,0,"NA","NA","NA","NA",3,0,0,2,2,2,"NA","NA",3,2,ghana
2012,2,37,2,3,3,2,4,0,0,0,"NA","NA","NA","NA",4,0,1,3,3,3,"NA","NA",5,1,ghana
2012,2,52,2,3,3,2,0,0,0,0,"NA","NA","NA","NA",2,1,0,3,3,3,"NA","NA",0,2,ghana
2012,2,20,1,3,1,2,3,0,0,0,"NA","NA","NA","NA",2,0,0,2,1,2,"NA","NA",4,1,ghana
2012,2,34,2,3,4,4,4,0,0,0,"NA","NA","NA","NA",2,7,7,3,4,3,"NA","NA",3,1,ghana
2012,2,60,2,4,2,2,0,0,0,0,"NA","NA","NA","NA",3,7,7,2,2,2,"NA","NA",0,2,ghana
2012,2,40,2,4,4,2,3,0,0,0,"NA","NA","NA","NA",3,0,0,4,4,3,"NA","NA",0,2,ghana
2012,2,35,1,3,3,2,4,0,0,0,"NA","NA","NA","NA",2,2,1,3,3,2,"NA","NA",0,2,ghana
2012,2,36,2,2,2,2,3,0,0,0,"NA","NA","NA","NA",4,0,0,2,3,3,"NA","NA",2,1,ghana
2012,2,55,1,1,1,1,0,0,0,0,"NA","NA","NA","NA",4,0,0,1,3,3,"NA","NA",0,1,ghana
2012,1,27,1,2,2,2,4,3,0,0,"NA","NA","NA","NA",2,0,1,3,3,2,"NA","NA",5,1,ghana
2012,1,30,2,4,4,3,4,3,1,0,"NA","NA","NA","NA",3,0,0,3,3,2,"NA","NA",2,2,ghana
2012,1,23,1,2,2,4,4,4,2,0,"NA","NA","NA","NA",4,7,7,2,2,2,"NA","NA",2,1,ghana
2012,1,45,2,2,4,2,4,4,0,0,"NA","NA","NA","NA",4,7,7,2,2,2,"NA","NA",0,2,ghana
2012,1,32,2,4,5,2,1,3,0,0,"NA","NA","NA","NA",3,0,0,3,3,3,"NA","NA",5,1,ghana
2012,1,22,1,1,1,3,4,4,1,3,"NA","NA","NA","NA",3,7,0,3,3,3,"NA","NA",5,2,ghana
2012,1,28,1,4,4,3,0,0,0,0,"NA","NA","NA","NA",2,1,0,3,3,2,"NA","NA",5,2,ghana
2012,1,27,2,5,5,4,0,0,0,0,"NA","NA","NA","NA",3,0,0,4,4,4,"NA","NA",2,1,ghana
2012,2,27,2,4,3,3,3,0,0,0,"NA","NA","NA","NA",2,7,7,3,3,2,"NA","NA",4,1,ghana
2012,2,36,1,2,2,3,2,1,0,0,"NA","NA","NA","NA",2,0,7,3,3,1,"NA","NA",0,1,ghana
2012,2,22,1,4,3,3,3,1,0,0,"NA","NA","NA","NA",2,0,0,3,3,2,"NA","NA",5,2,ghana
2012,2,21,2,4,4,4,3,0,0,0,"NA","NA","NA","NA",3,7,7,2,2,2,"NA","NA",0,1,ghana
2012,2,42,1,1,2,2,3,0,0,0,"NA","NA","NA","NA",3,7,7,1,1,1,"NA","NA",0,2,ghana
2012,2,21,2,4,4,4,3,1,0,0,"NA","NA","NA","NA",3,0,0,3,3,3,"NA","NA",0,2,ghana
2012,2,28,2,4,3,2,2,0,0,0,"NA","NA","NA","NA",2,7,7,3,3,2,"NA","NA",4,2,ghana
2012,2,22,2,2,1,4,4,1,3,0,"NA","NA","NA","NA",3,7,7,4,1,2,"NA","NA",5,1,ghana
2012,2,30,1,1,1,2,0,0,0,0,"NA","NA","NA","NA",3,7,7,2,2,1,"NA","NA",0,2,ghana
2012,2,26,1,2,2,4,4,0,2,0,"NA","NA","NA","NA",3,7,7,1,1,1,"NA","NA",5,1,ghana
2012,2,60,1,2,2,1,4,0,0,0,"NA","NA","NA","NA",3,0,0,2,2,2,"NA","NA",0,2,ghana
2012,2,29,1,1,1,1,0,0,0,0,"NA","NA","NA","NA",4,0,0,2,2,2,"NA","NA",0,1,ghana
2012,2,36,1,2,4,4,4,0,2,4,"NA","NA","NA","NA",3,1,0,3,3,3,"NA","NA",6,1,ghana
2012,2,25,2,5,5,3,1,1,0,0,"NA","NA","NA","NA",3,7,7,3,3,1,"NA","NA",2,1,ghana
2012,2,18,2,4,1,2,4,0,0,0,"NA","NA","NA","NA",3,7,7,2,1,2,"NA","NA",3,1,ghana
2012,2,22,1,4,2,3,4,0,0,0,"NA","NA","NA","NA",3,0,0,1,1,3,"NA","NA",3,1,ghana
2012,2,40,1,2,1,3,0,0,0,0,"NA","NA","NA","NA",3,0,0,4,4,4,"NA","NA",4,2,ghana
2012,2,18,2,4,1,2,0,0,0,0,"NA","NA","NA","NA",3,0,0,2,2,4,"NA","NA",0,2,ghana
2012,2,30,2,1,2,2,0,0,0,0,"NA","NA","NA","NA",4,7,7,3,4,2,"NA","NA",0,2,ghana
2012,2,18,2,5,1,2,0,0,0,0,"NA","NA","NA","NA",3,0,0,3,3,2,"NA","NA",2,1,ghana
2012,2,45,1,4,1,1,3,0,0,0,"NA","NA","NA","NA",2,0,2,3,3,2,"NA","NA",0,2,ghana
2012,2,45,2,4,4,3,4,0,0,0,"NA","NA","NA","NA",3,0,0,3,3,3,"NA","NA",0,1,ghana
2012,2,27,2,1,1,1,2,0,0,0,"NA","NA","NA","NA",3,0,0,2,2,1,"NA","NA",0,1,ghana
2012,2,31,1,2,1,2,0,0,0,0,"NA","NA","NA","NA",4,7,7,2,3,1,"NA","NA",0,2,ghana
2012,2,60,2,1,1,3,0,0,0,0,"NA","NA","NA","NA",4,0,0,1,1,1,"NA","NA",0,1,ghana
2012,2,65,2,2,2,2,0,0,0,0,"NA","NA","NA","NA",4,7,7,2,2,2,"NA","NA",0,2,ghana
2012,2,54,1,1,1,3,3,0,0,0,"NA","NA","NA","NA",3,1,0,3,3,1,"NA","NA",6,2,ghana
2012,2,75,2,4,4,3,0,0,0,0,"NA","NA","NA","NA",3,0,0,2,2,3,"NA","NA",0,1,ghana
2012,2,30,2,4,4,5,3,3,0,0,"NA","NA","NA","NA",3,0,0,3,3,2,"NA","NA",0,1,ghana
2012,2,30,2,4,4,4,4,2,0,0,"NA","NA","NA","NA",3,0,0,2,2,2,"NA","NA",0,2,ghana
2012,2,22,1,4,4,4,3,2,0,0,"NA","NA","NA","NA",3,0,0,3,3,1,"NA","NA",0,2,ghana
2012,2,47,1,4,5,3,4,4,0,0,"NA","NA","NA","NA",3,0,0,3,3,2,"NA","NA",0,1,ghana
2012,2,23,1,4,4,3,1,0,0,0,"NA","NA","NA","NA",4,0,0,3,3,3,"NA","NA",0,2,ghana
2012,2,40,1,4,4,3,0,0,0,0,"NA","NA","NA","NA",4,0,0,3,2,3,"NA","NA",0,1,ghana
2012,2,45,1,4,4,4,3,0,0,0,"NA","NA","NA","NA",4,0,0,3,1,1,"NA","NA",0,1,ghana
2012,2,65,2,5,5,5,3,3,0,0,"NA","NA","NA","NA",4,7,7,3,3,3,"NA","NA",0,2,ghana
2012,2,18,1,4,4,3,0,0,0,0,"NA","NA","NA","NA",3,7,7,3,3,1,"NA","NA",2,2,ghana
2012,2,21,1,1,1,3,4,2,1,0,"NA","NA","NA","NA",3,7,7,3,3,1,"NA","NA",4,1,ghana
2012,2,53,1,4,2,4,3,0,0,0,"NA","NA","NA","NA",4,0,7,3,3,2,"NA","NA",0,1,ghana
2012,2,37,2,3,2,2,0,0,0,0,"NA","NA","NA","NA",3,0,0,3,3,1,"NA","NA",0,2,ghana
2012,2,30,2,4,4,4,0,0,0,0,"NA","NA","NA","NA",3,0,0,4,4,4,"NA","NA",0,1,ghana
2012,2,35,1,4,4,4,0,3,0,0,"NA","NA","NA","NA",3,0,0,2,2,2,"NA","NA",0,2,ghana
2012,1,26,2,4,5,4,2,4,0,0,"NA","NA","NA","NA",3,0,0,3,3,4,"NA","NA",6,1,ghana
2012,1,35,2,5,4,4,0,0,0,0,"NA","NA","NA","NA",3,0,0,3,4,3,"NA","NA",4,2,ghana
2012,1,18,2,5,5,4,2,4,0,0,"NA","NA","NA","NA",3,0,0,3,4,4,"NA","NA",3,2,ghana
2012,1,20,2,5,5,4,3,4,0,0,"NA","NA","NA","NA",3,7,7,3,3,3,"NA","NA",2,1,ghana
2012,1,20,1,1,2,4,3,4,1,4,"NA","NA","NA","NA",4,0,0,2,3,4,"NA","NA",5,1,ghana
2012,1,30,1,1,2,3,1,3,0,0,"NA","NA","NA","NA",3,0,0,3,3,3,"NA","NA",2,2,ghana
2012,1,41,2,2,2,2,4,4,0,0,"NA","NA","NA","NA",3,0,3,4,3,1,"NA","NA",6,1,ghana
2012,2,35,1,2,1,3,0,0,0,0,"NA","NA","NA","NA",4,0,0,4,3,3,"NA","NA",0,2,ghana
2012,2,60,1,2,2,3,0,0,0,0,"NA","NA","NA","NA",4,0,0,3,3,2,"NA","NA",0,1,ghana
2012,2,32,1,3,2,4,4,2,0,0,"NA","NA","NA","NA",3,2,0,4,4,3,"NA","NA",0,2,ghana
2012,2,51,1,1,1,4,2,0,0,0,"NA","NA","NA","NA",4,0,0,3,3,3,"NA","NA",3,1,ghana
2012,2,28,1,4,4,4,4,0,0,0,"NA","NA","NA","NA",3,0,0,4,3,1,"NA","NA",0,2,ghana
2012,2,50,2,4,4,4,3,0,0,0,"NA","NA","NA","NA",3,7,7,2,2,3,"NA","NA",0,1,ghana
2012,2,44,2,4,2,2,0,0,0,0,"NA","NA","NA","NA",4,7,7,3,2,3,"NA","NA",0,2,ghana
2012,2,44,1,2,2,3,3,0,0,0,"NA","NA","NA","NA",4,1,0,3,2,3,"NA","NA",0,1,ghana
2012,2,40,1,4,4,3,2,0,0,0,"NA","NA","NA","NA",4,0,0,3,3,2,"NA","NA",0,2,ghana
2012,2,68,1,2,2,4,4,0,0,0,"NA","NA","NA","NA",3,0,0,2,2,2,"NA","NA",0,1,ghana
2012,2,47,1,2,2,3,4,0,0,0,"NA","NA","NA","NA",4,7,0,2,2,2,"NA","NA",0,2,ghana
2012,2,32,2,2,2,4,4,0,0,0,"NA","NA","NA","NA",3,0,0,2,3,3,"NA","NA",0,1,ghana
2012,2,64,2,2,2,4,0,0,0,0,"NA","NA","NA","NA",1,0,0,4,4,3,"NA","NA",0,2,ghana
2012,2,39,1,2,2,4,3,0,0,0,"NA","NA","NA","NA",2,0,0,3,3,3,"NA","NA",4,2,ghana
2012,2,34,2,2,1,4,4,0,0,0,"NA","NA","NA","NA",3,0,0,3,3,3,"NA","NA",5,1,ghana
2012,2,25,2,1,4,3,4,0,0,0,"NA","NA","NA","NA",4,0,0,4,3,3,"NA","NA",4,1,ghana
2012,2,22,2,4,2,4,4,0,3,0,"NA","NA","NA","NA",2,0,0,3,2,2,"NA","NA",5,2,ghana
2012,2,49,2,4,4,4,4,0,0,0,"NA","NA","NA","NA",3,0,7,4,4,4,"NA","NA",0,1,ghana
2012,2,71,2,4,4,4,3,0,0,0,"NA","NA","NA","NA",4,0,0,2,3,2,"NA","NA",0,2,ghana
2012,2,35,2,4,4,4,4,0,0,0,"NA","NA","NA","NA",3,7,7,3,3,3,"NA","NA",0,2,ghana
2012,1,38,2,4,4,4,3,0,0,0,"NA","NA","NA","NA",3,7,7,3,2,3,"NA","NA",5,1,ghana
2012,1,42,1,4,4,2,4,0,0,0,"NA","NA","NA","NA",3,7,7,2,3,3,"NA","NA",0,2,ghana
2012,1,21,2,2,2,4,0,0,0,0,"NA","NA","NA","NA",4,0,0,2,4,4,"NA","NA",4,1,ghana
2012,1,35,1,2,2,2,4,0,0,0,"NA","NA","NA","NA",3,0,0,3,3,3,"NA","NA",0,2,ghana
2012,1,19,1,5,5,4,4,3,3,0,"NA","NA","NA","NA",4,0,0,3,3,4,"NA","NA",3,1,ghana
2012,1,29,2,2,2,4,4,0,0,0,"NA","NA","NA","NA",3,0,0,3,3,3,"NA","NA",0,1,ghana
2012,1,22,2,2,2,4,4,0,0,0,"NA","NA","NA","NA",3,0,0,3,3,3,"NA","NA",2,2,ghana
2012,2,62,2,3,2,4,4,0,0,0,"NA","NA","NA","NA",3,7,7,3,3,3,"NA","NA",5,1,ghana
2012,2,20,2,4,4,4,3,3,0,0,"NA","NA","NA","NA",3,7,0,3,3,3,"NA","NA",0,2,ghana
2012,2,19,1,2,1,4,4,0,1,3,"NA","NA","NA","NA",1,7,0,3,1,1,"NA","NA",4,1,ghana
2012,2,37,2,2,2,3,0,2,0,0,"NA","NA","NA","NA",3,0,0,3,3,3,"NA","NA",0,2,ghana
2012,2,30,1,2,2,2,0,0,0,0,"NA","NA","NA","NA",3,7,7,3,3,2,"NA","NA",0,2,ghana
2012,2,26,2,1,1,4,4,4,0,0,"NA","NA","NA","NA",3,0,0,3,3,2,"NA","NA",5,1,ghana
2012,2,66,1,2,2,4,0,0,0,0,"NA","NA","NA","NA",4,7,7,3,2,3,"NA","NA",0,2,ghana
2012,2,19,1,4,4,4,3,3,0,0,"NA","NA","NA","NA",3,7,7,3,3,2,"NA","NA",2,1,ghana
2012,2,50,2,4,4,4,4,0,0,0,"NA","NA","NA","NA",3,7,7,3,3,1,"NA","NA",2,1,ghana
2012,2,50,1,4,4,4,4,2,0,0,"NA","NA","NA","NA",4,7,7,3,2,3,"NA","NA",2,2,ghana
2012,2,40,2,2,2,3,4,0,0,0,"NA","NA","NA","NA",3,0,7,3,3,2,"NA","NA",0,1,ghana
2012,2,22,1,4,4,4,0,0,0,0,"NA","NA","NA","NA",3,0,0,2,2,2,"NA","NA",4,2,ghana
2012,2,31,2,1,4,5,4,4,2,0,"NA","NA","NA","NA",4,0,0,3,3,3,"NA","NA",6,1,ghana
2012,2,26,2,2,2,3,0,0,0,0,"NA","NA","NA","NA",3,7,7,3,2,2,"NA","NA",3,2,ghana
2012,2,18,2,5,4,2,4,0,0,0,"NA","NA","NA","NA",4,7,7,4,4,4,"NA","NA",4,1,ghana
2012,2,28,2,4,4,4,0,0,0,0,"NA","NA","NA","NA",4,7,7,3,2,3,"NA","NA",0,2,ghana
2012,2,38,1,2,2,2,4,1,0,0,"NA","NA","NA","NA",3,7,0,3,3,1,"NA","NA",0,2,ghana
2012,2,23,2,2,1,4,1,0,0,0,"NA","NA","NA","NA",3,0,0,3,3,3,"NA","NA",2,2,ghana
2012,2,44,2,1,1,4,4,0,0,0,"NA","NA","NA","NA",3,0,0,3,4,3,"NA","NA",1,1,ghana
2012,2,32,2,4,4,4,4,0,0,0,"NA","NA","NA","NA",3,7,7,3,3,4,"NA","NA",3,1,ghana
2012,2,19,2,4,4,4,4,0,0,0,"NA","NA","NA","NA",3,7,7,3,3,3,"NA","NA",2,2,ghana
2012,2,35,1,4,4,3,4,0,0,0,"NA","NA","NA","NA",3,0,0,3,3,3,"NA","NA",0,2,ghana
2012,2,60,2,2,2,3,0,0,0,0,"NA","NA","NA","NA",4,0,0,3,3,2,"NA","NA",0,1,ghana
2012,1,24,1,4,1,2,4,4,3,2,"NA","NA","NA","NA",3,7,7,3,3,2,"NA","NA",6,1,ghana
2012,1,27,1,4,4,4,0,0,0,0,"NA","NA","NA","NA",4,7,7,3,4,3,"NA","NA",0,2,ghana
2012,1,25,1,1,1,2,4,4,1,4,"NA","NA","NA","NA",2,0,0,2,2,1,"NA","NA",4,1,ghana
2012,1,29,1,2,2,3,4,0,0,0,"NA","NA","NA","NA",3,0,0,3,3,2,"NA","NA",4,2,ghana
2012,1,27,1,2,1,4,3,4,3,0,"NA","NA","NA","NA",3,7,0,3,1,1,"NA","NA",5,1,ghana
2012,1,32,2,2,2,3,3,4,1,0,"NA","NA","NA","NA",3,0,0,3,3,3,"NA","NA",0,2,ghana
2012,1,44,1,2,2,4,4,4,0,0,"NA","NA","NA","NA",3,0,0,2,3,3,"NA","NA",2,1,ghana
2012,2,23,2,2,2,4,3,0,0,0,"NA","NA","NA","NA",2,0,0,3,4,3,"NA","NA",0,1,ghana
2012,2,43,2,4,2,4,4,0,0,0,"NA","NA","NA","NA",2,0,0,3,3,3,"NA","NA",0,2,ghana
2012,2,18,2,2,2,3,3,0,0,0,"NA","NA","NA","NA",3,0,0,3,2,4,"NA","NA",0,2,ghana
2012,2,30,2,4,4,3,4,0,0,0,"NA","NA","NA","NA",3,1,0,3,3,3,"NA","NA",0,1,ghana
2012,2,18,2,4,4,4,3,0,0,0,"NA","NA","NA","NA",3,0,0,4,4,2,"NA","NA",4,2,ghana
2012,2,61,1,2,1,2,3,0,0,0,"NA","NA","NA","NA",4,0,0,2,2,2,"NA","NA",0,1,ghana
2012,2,62,1,4,2,2,3,0,0,0,"NA","NA","NA","NA",2,0,0,3,2,3,"NA","NA",5,1,ghana
2012,2,35,2,4,4,2,3,0,0,0,"NA","NA","NA","NA",3,7,7,2,2,3,"NA","NA",0,2,ghana
2012,2,56,2,5,2,3,4,0,0,0,"NA","NA","NA","NA",4,0,0,3,2,4,"NA","NA",0,1,ghana
2012,2,20,2,5,5,4,4,1,1,1,"NA","NA","NA","NA",3,7,7,2,2,3,"NA","NA",4,2,ghana
2012,2,19,2,5,5,5,4,0,0,0,"NA","NA","NA","NA",4,7,7,2,4,1,"NA","NA",4,1,ghana
2012,2,46,2,2,2,4,4,0,0,0,"NA","NA","NA","NA",3,0,0,3,4,3,"NA","NA",2,1,ghana
2012,2,34,2,2,2,4,4,0,0,0,"NA","NA","NA","NA",3,0,0,3,3,3,"NA","NA",0,2,ghana
2012,2,35,2,5,5,4,4,0,0,0,"NA","NA","NA","NA",3,0,0,3,3,3,"NA","NA",0,2,ghana
2012,2,19,2,4,4,3,3,0,0,0,"NA","NA","NA","NA",3,0,0,3,3,2,"NA","NA",4,1,ghana
2012,2,40,2,1,1,4,4,0,0,0,"NA","NA","NA","NA",3,0,0,3,4,3,"NA","NA",0,2,ghana
2012,2,35,2,5,4,4,0,0,0,0,"NA","NA","NA","NA",3,0,7,3,3,3,"NA","NA",0,2,ghana
