year,URBRUR,age,country_direction,country_econ_condit,present_living_condit,living_condit_v_oth,radio_news,tv_news,newspaper_news,internet_news,social_med_news,information_school_budget,information_local_gov_dev_plan,information_business_registry,sat_dem,bribe_school_services,bribe_med_services,gov_handling_basic_health,gov_handling_edu_needs,gov_handling_corruption,better_worse_access_medical_care,better_worse_gov_effectiveness_edu_needs,edu,gender,country
2008,2,28,"NA",4,4,3,4,2,2,"NA","NA","NA","NA","NA",4,"NA","NA",3,3,3,"NA","NA",2,1,ghana
2008,2,40,"NA",3,3,2,4,1,1,"NA","NA","NA","NA","NA",4,"NA","NA",4,4,3,"NA","NA",3,1,ghana
2008,2,71,"NA",3,3,1,2,0,0,"NA","NA","NA","NA","NA",2,"NA","NA",4,4,4,"NA","NA",0,2,ghana
2008,2,42,"NA",4,4,4,4,2,0,"NA","NA","NA","NA","NA",3,"NA","NA",3,3,2,"NA","NA",3,1,ghana
2008,2,54,"NA",3,3,3,4,2,0,"NA","NA","NA","NA","NA",3,"NA","NA",4,4,1,"NA","NA",2,2,ghana
2008,2,48,"NA",4,4,4,4,0,0,"NA","NA","NA","NA","NA",4,"NA","NA",4,3,3,"NA","NA",2,2,ghana
2008,2,29,"NA",2,1,3,4,0,0,"NA","NA","NA","NA","NA",4,"NA","NA",4,4,3,"NA","NA",2,2,ghana
2008,1,62,"NA",3,3,3,2,0,0,"NA","NA","NA","NA","NA",4,"NA","NA",3,3,3,"NA","NA",0,2,ghana
2008,1,54,"NA",3,3,3,4,4,3,"NA","NA","NA","NA","NA",3,"NA","NA",4,4,3,"NA","NA",5,1,ghana
2008,1,35,"NA",4,2,4,4,4,0,"NA","NA","NA","NA","NA",4,"NA","NA",4,4,2,"NA","NA",0,2,ghana
2008,1,23,"NA",1,2,3,4,2,0,"NA","NA","NA","NA","NA",4,"NA","NA",4,4,4,"NA","NA",4,1,ghana
2008,1,40,"NA",3,3,2,4,4,4,"NA","NA","NA","NA","NA",3,"NA","NA",3,3,3,"NA","NA",3,1,ghana
2008,1,48,"NA",2,1,2,2,0,0,"NA","NA","NA","NA","NA",4,"NA","NA",4,4,3,"NA","NA",0,2,ghana
2008,1,42,"NA",2,2,2,4,3,3,"NA","NA","NA","NA","NA",1,"NA","NA",2,2,1,"NA","NA",4,1,ghana
2008,1,27,"NA",2,2,1,4,4,0,"NA","NA","NA","NA","NA",3,"NA","NA",4,4,4,"NA","NA",2,2,ghana
2008,2,26,"NA",4,3,4,4,4,0,"NA","NA","NA","NA","NA",3,"NA","NA",3,3,3,"NA","NA",3,1,ghana
2008,2,24,"NA",4,2,1,4,4,0,"NA","NA","NA","NA","NA",4,"NA","NA",4,4,2,"NA","NA",2,2,ghana
2008,2,45,"NA",1,1,3,4,1,1,"NA","NA","NA","NA","NA",4,"NA","NA",4,4,4,"NA","NA",3,1,ghana
2008,2,42,"NA",4,4,4,3,0,0,"NA","NA","NA","NA","NA",4,"NA","NA",4,4,4,"NA","NA",3,2,ghana
2008,2,52,"NA",4,1,4,1,0,0,"NA","NA","NA","NA","NA",4,"NA","NA",4,4,4,"NA","NA",0,1,ghana
2008,2,52,"NA",3,3,3,4,0,0,"NA","NA","NA","NA","NA",4,"NA","NA",4,4,4,"NA","NA",1,2,ghana
2008,2,19,"NA",5,4,4,4,4,2,"NA","NA","NA","NA","NA",4,"NA","NA",4,4,3,"NA","NA",4,1,ghana
2008,2,26,"NA",1,1,2,3,0,0,"NA","NA","NA","NA","NA",1,"NA","NA",2,3,1,"NA","NA",1,2,ghana
2008,2,48,"NA",4,4,4,4,0,0,"NA","NA","NA","NA","NA",4,"NA","NA",4,4,3,"NA","NA",5,1,ghana
2008,1,19,"NA",4,3,3,4,3,0,"NA","NA","NA","NA","NA",4,"NA","NA",4,4,4,"NA","NA",4,2,ghana
2008,1,23,"NA",2,3,3,4,4,4,"NA","NA","NA","NA","NA",3,"NA","NA",4,4,4,"NA","NA",8,1,ghana
2008,1,31,"NA",3,3,3,4,4,4,"NA","NA","NA","NA","NA",4,"NA","NA",3,3,3,"NA","NA",6,2,ghana
2008,1,25,"NA",3,3,3,4,4,0,"NA","NA","NA","NA","NA",4,"NA","NA",4,4,4,"NA","NA",4,1,ghana
2008,1,35,"NA",4,3,2,4,4,1,"NA","NA","NA","NA","NA",4,"NA","NA",4,4,4,"NA","NA",3,1,ghana
2008,1,48,"NA",3,3,3,4,3,0,"NA","NA","NA","NA","NA",4,"NA","NA",4,4,2,"NA","NA",4,2,ghana
2008,1,22,"NA",5,5,4,4,4,3,"NA","NA","NA","NA","NA",3,"NA","NA",4,4,3,"NA","NA",5,1,ghana
2008,1,45,"NA",5,5,4,4,4,0,"NA","NA","NA","NA","NA",4,"NA","NA",4,4,4,"NA","NA",5,2,ghana
2008,2,19,"NA",4,4,3,4,3,0,"NA","NA","NA","NA","NA",4,"NA","NA",3,3,2,"NA","NA",5,1,ghana
2008,2,42,"NA",2,2,3,4,0,0,"NA","NA","NA","NA","NA",2,"NA","NA",3,3,4,"NA","NA",0,2,ghana
2008,2,42,"NA",5,4,2,4,0,0,"NA","NA","NA","NA","NA",4,"NA","NA",3,3,3,"NA","NA",3,2,ghana
2008,2,41,"NA",3,2,3,4,3,0,"NA","NA","NA","NA","NA",2,"NA","NA",4,4,3,"NA","NA",3,1,ghana
2008,2,36,"NA",4,2,3,4,3,0,"NA","NA","NA","NA","NA",3,"NA","NA",4,3,2,"NA","NA",3,2,ghana
2008,2,27,"NA",5,4,4,4,3,0,"NA","NA","NA","NA","NA",4,"NA","NA",4,4,2,"NA","NA",2,2,ghana
2008,2,22,"NA",4,2,3,4,0,0,"NA","NA","NA","NA","NA",4,"NA","NA",4,4,3,"NA","NA",4,2,ghana
2008,2,21,"NA",3,3,3,4,3,3,"NA","NA","NA","NA","NA",3,"NA","NA",4,3,3,"NA","NA",0,1,ghana
2008,2,29,"NA",4,4,4,4,1,0,"NA","NA","NA","NA","NA",4,"NA","NA",3,4,3,"NA","NA",0,1,ghana
2008,2,48,"NA",2,2,2,4,0,0,"NA","NA","NA","NA","NA",1,"NA","NA",4,3,3,"NA","NA",0,2,ghana
2008,2,59,"NA",2,2,2,4,0,0,"NA","NA","NA","NA","NA",1,"NA","NA",1,1,1,"NA","NA",3,1,ghana
2008,2,35,"NA",2,2,2,4,0,0,"NA","NA","NA","NA","NA",2,"NA","NA",2,2,2,"NA","NA",3,2,ghana
2008,2,26,"NA",3,3,3,4,1,0,"NA","NA","NA","NA","NA",2,"NA","NA",3,3,1,"NA","NA",5,1,ghana
2008,2,37,"NA",3,3,3,4,1,1,"NA","NA","NA","NA","NA",2,"NA","NA",3,3,1,"NA","NA",4,2,ghana
2008,2,23,"NA",4,4,3,4,2,0,"NA","NA","NA","NA","NA",4,"NA","NA",3,3,3,"NA","NA",4,1,ghana
2008,2,30,"NA",4,4,4,4,0,0,"NA","NA","NA","NA","NA",2,"NA","NA",3,3,3,"NA","NA",3,2,ghana
2008,2,27,"NA",1,1,2,4,0,0,"NA","NA","NA","NA","NA",1,"NA","NA",1,1,1,"NA","NA",2,1,ghana
2008,2,28,"NA",3,3,3,4,2,0,"NA","NA","NA","NA","NA",4,"NA","NA",3,4,2,"NA","NA",2,2,ghana
2008,2,25,"NA",4,4,4,4,0,0,"NA","NA","NA","NA","NA",4,"NA","NA",4,1,1,"NA","NA",0,2,ghana
2008,2,20,"NA",4,4,3,0,0,0,"NA","NA","NA","NA","NA",4,"NA","NA",4,4,1,"NA","NA",0,2,ghana
2008,2,35,"NA",1,1,1,4,3,3,"NA","NA","NA","NA","NA",3,"NA","NA",1,1,1,"NA","NA",2,1,ghana
2008,2,24,"NA",2,4,3,3,1,0,"NA","NA","NA","NA","NA",3,"NA","NA",4,4,3,"NA","NA",1,1,ghana
2008,2,27,"NA",1,1,3,0,0,0,"NA","NA","NA","NA","NA",4,"NA","NA",4,1,1,"NA","NA",0,1,ghana
2008,2,50,"NA",1,1,2,0,0,0,"NA","NA","NA","NA","NA",4,"NA","NA",4,1,1,"NA","NA",0,2,ghana
2008,1,28,"NA",5,5,4,4,0,0,"NA","NA","NA","NA","NA",4,"NA","NA",4,4,4,"NA","NA",5,2,ghana
2008,1,32,"NA",5,5,4,4,4,0,"NA","NA","NA","NA","NA",4,"NA","NA",4,4,4,"NA","NA",5,1,ghana
2008,1,30,"NA",4,4,3,4,4,0,"NA","NA","NA","NA","NA",4,"NA","NA",3,4,2,"NA","NA",0,2,ghana
2008,1,22,"NA",5,4,1,3,3,3,"NA","NA","NA","NA","NA",3,"NA","NA",4,4,1,"NA","NA",4,1,ghana
2008,1,40,"NA",3,1,4,0,0,0,"NA","NA","NA","NA","NA",3,"NA","NA",4,4,4,"NA","NA",0,2,ghana
2008,1,70,"NA",3,5,4,4,0,0,"NA","NA","NA","NA","NA",4,"NA","NA",4,4,4,"NA","NA",0,1,ghana
2008,1,20,"NA",5,5,4,0,0,0,"NA","NA","NA","NA","NA",3,"NA","NA",4,4,4,"NA","NA",0,2,ghana
2008,1,19,"NA",2,2,2,0,0,0,"NA","NA","NA","NA","NA",3,"NA","NA",2,2,1,"NA","NA",2,1,ghana
2008,1,70,"NA",1,1,3,4,4,4,"NA","NA","NA","NA","NA",3,"NA","NA",3,1,1,"NA","NA",0,2,ghana
2008,1,32,"NA",1,1,3,3,0,0,"NA","NA","NA","NA","NA",4,"NA","NA",4,4,4,"NA","NA",0,1,ghana
2008,1,60,"NA",4,4,3,4,4,0,"NA","NA","NA","NA","NA",3,"NA","NA",3,3,1,"NA","NA",0,2,ghana
2008,1,58,"NA",4,4,3,0,0,0,"NA","NA","NA","NA","NA",4,"NA","NA",4,4,1,"NA","NA",4,1,ghana
2008,1,24,"NA",5,5,1,4,0,0,"NA","NA","NA","NA","NA",4,"NA","NA",4,4,1,"NA","NA",4,2,ghana
2008,1,44,"NA",1,1,1,4,4,0,"NA","NA","NA","NA","NA",0,"NA","NA",4,1,1,"NA","NA",1,1,ghana
2008,1,18,"NA",5,4,4,0,0,0,"NA","NA","NA","NA","NA",4,"NA","NA",4,4,3,"NA","NA",2,1,ghana
2008,1,52,"NA",4,1,2,3,3,0,"NA","NA","NA","NA","NA",2,"NA","NA",4,2,1,"NA","NA",3,1,ghana
2008,1,50,"NA",1,1,1,0,0,0,"NA","NA","NA","NA","NA",1,"NA","NA",4,3,1,"NA","NA",0,2,ghana
2008,2,60,"NA",1,1,2,3,1,0,"NA","NA","NA","NA","NA",3,"NA","NA",4,3,1,"NA","NA",0,1,ghana
2008,2,35,"NA",5,5,3,0,0,0,"NA","NA","NA","NA","NA",3,"NA","NA",4,4,4,"NA","NA",0,2,ghana
2008,2,48,"NA",1,4,3,3,0,0,"NA","NA","NA","NA","NA",2,"NA","NA",4,4,2,"NA","NA",4,1,ghana
2008,2,35,"NA",1,4,3,0,0,0,"NA","NA","NA","NA","NA",3,"NA","NA",4,4,4,"NA","NA",0,2,ghana
2008,2,55,"NA",4,2,2,3,0,0,"NA","NA","NA","NA","NA",4,"NA","NA",4,4,2,"NA","NA",0,1,ghana
2008,2,32,"NA",1,1,1,4,2,3,"NA","NA","NA","NA","NA",4,"NA","NA",4,4,4,"NA","NA",0,1,ghana
2008,2,60,"NA",4,2,2,4,0,0,"NA","NA","NA","NA","NA",3,"NA","NA",4,4,3,"NA","NA",1,1,ghana
2008,2,40,"NA",4,2,2,0,0,0,"NA","NA","NA","NA","NA",4,"NA","NA",4,4,3,"NA","NA",0,2,ghana
2008,2,18,"NA",1,1,3,4,0,0,"NA","NA","NA","NA","NA",1,"NA","NA",3,3,2,"NA","NA",3,1,ghana
2008,2,18,"NA",5,5,4,0,0,0,"NA","NA","NA","NA","NA",4,"NA","NA",4,4,4,"NA","NA",0,2,ghana
2008,2,30,"NA",3,3,2,0,4,0,"NA","NA","NA","NA","NA",4,"NA","NA",4,4,4,"NA","NA",0,1,ghana
2008,2,36,"NA",2,1,2,0,0,0,"NA","NA","NA","NA","NA",3,"NA","NA",3,3,1,"NA","NA",0,2,ghana
2008,2,53,"NA",1,1,2,4,1,0,"NA","NA","NA","NA","NA",2,"NA","NA",1,2,1,"NA","NA",0,1,ghana
2008,2,50,"NA",1,1,1,3,1,0,"NA","NA","NA","NA","NA",3,"NA","NA",1,3,1,"NA","NA",0,2,ghana
2008,1,66,"NA",4,4,3,4,4,1,"NA","NA","NA","NA","NA",4,"NA","NA",3,2,3,"NA","NA",3,1,ghana
2008,1,43,"NA",3,4,4,4,4,0,"NA","NA","NA","NA","NA",3,"NA","NA",2,1,1,"NA","NA",3,2,ghana
2008,1,23,"NA",5,5,3,0,4,0,"NA","NA","NA","NA","NA",1,"NA","NA",4,4,3,"NA","NA",5,2,ghana
2008,2,23,"NA",4,4,2,4,0,0,"NA","NA","NA","NA","NA",2,"NA","NA",1,2,4,"NA","NA",3,2,ghana
2008,2,30,"NA",4,4,4,4,0,0,"NA","NA","NA","NA","NA",1,"NA","NA",3,3,3,"NA","NA",0,2,ghana
2008,2,50,"NA",4,2,2,4,1,0,"NA","NA","NA","NA","NA",4,"NA","NA",4,4,3,"NA","NA",1,1,ghana
2008,2,50,"NA",2,2,2,0,0,0,"NA","NA","NA","NA","NA",3,"NA","NA",4,4,4,"NA","NA",0,2,ghana
2008,2,25,"NA",4,4,2,3,0,0,"NA","NA","NA","NA","NA",4,"NA","NA",4,4,4,"NA","NA",3,1,ghana
2008,2,20,"NA",4,5,3,4,0,0,"NA","NA","NA","NA","NA",2,"NA","NA",4,4,4,"NA","NA",2,2,ghana
2008,2,70,"NA",5,5,4,3,0,0,"NA","NA","NA","NA","NA",4,"NA","NA",4,4,4,"NA","NA",0,1,ghana
2008,2,37,"NA",2,2,4,3,0,0,"NA","NA","NA","NA","NA",2,"NA","NA",3,3,2,"NA","NA",0,1,ghana
2008,1,42,"NA",1,1,4,4,3,3,"NA","NA","NA","NA","NA",1,"NA","NA",3,3,3,"NA","NA",5,2,ghana
2012,1,62,2,1,1,4,4,0,1,0,"NA","NA","NA","NA",4,7,7,3,3,3,"NA","NA",3,1,ghana
2012,2,57,1,2,1,4,4,2,0,0,"NA","NA","NA","NA",3,0,0,3,3,3,"NA","NA",6,1,ghana
2012,1,18,1,1,2,2,3,3,0,1,"NA","NA","NA","NA",2,0,0,3,3,3,"NA","NA",3,1,ghana
2012,2,60,1,1,1,3,3,0,0,0,"NA","NA","NA","NA",3,0,7,3,3,4,"NA","NA",2,2,ghana
2012,2,23,2,5,5,4,4,3,1,4,"NA","NA","NA","NA",4,0,0,4,3,3,"NA","NA",6,1,ghana
2012,2,25,1,2,1,4,4,4,0,0,"NA","NA","NA","NA",3,7,7,2,3,1,"NA","NA",4,1,ghana
2012,1,49,1,1,1,1,4,4,0,0,"NA","NA","NA","NA",3,7,0,3,3,2,"NA","NA",3,1,ghana
2012,1,20,2,4,4,3,0,4,2,4,"NA","NA","NA","NA",3,7,7,3,2,3,"NA","NA",5,1,ghana
2012,1,18,1,1,3,3,3,4,2,4,"NA","NA","NA","NA",3,7,7,3,2,2,"NA","NA",3,1,ghana
2012,1,39,1,2,2,4,4,4,0,0,"NA","NA","NA","NA",3,0,0,3,3,3,"NA","NA",4,1,ghana
2012,2,22,1,2,2,2,3,0,0,0,"NA","NA","NA","NA",3,7,7,1,4,2,"NA","NA",2,1,ghana
2012,1,25,1,2,2,4,3,2,0,0,"NA","NA","NA","NA",2,0,0,1,1,1,"NA","NA",3,1,ghana
2012,1,24,2,5,4,3,0,4,0,0,"NA","NA","NA","NA",4,7,7,3,3,3,"NA","NA",3,1,ghana
2012,2,27,1,1,4,2,4,4,0,0,"NA","NA","NA","NA",4,0,0,1,1,1,"NA","NA",0,2,ghana
2012,2,24,2,4,4,4,4,0,0,0,"NA","NA","NA","NA",3,7,7,2,2,3,"NA","NA",3,2,ghana
2012,2,24,1,1,2,4,4,2,0,0,"NA","NA","NA","NA",2,7,7,3,3,1,"NA","NA",2,2,ghana
2012,1,23,1,2,2,1,4,4,2,3,"NA","NA","NA","NA",3,7,7,1,1,1,"NA","NA",6,1,ghana
2012,2,29,2,4,4,4,4,0,0,0,"NA","NA","NA","NA",3,7,7,2,3,3,"NA","NA",0,1,ghana
2012,2,32,1,2,4,3,4,1,0,0,"NA","NA","NA","NA",1,0,0,2,3,3,"NA","NA",0,1,ghana
2012,2,30,2,3,3,3,4,0,0,0,"NA","NA","NA","NA",2,0,0,3,4,2,"NA","NA",0,2,ghana
2012,2,27,2,4,3,3,4,1,0,0,"NA","NA","NA","NA",2,0,0,4,4,3,"NA","NA",0,2,ghana
2012,1,40,2,4,4,4,2,4,0,0,"NA","NA","NA","NA",2,0,0,4,4,3,"NA","NA",0,2,ghana
2012,2,48,2,1,3,3,4,2,0,0,"NA","NA","NA","NA",2,0,0,3,2,2,"NA","NA",0,1,ghana
2012,2,64,1,2,4,2,4,4,0,0,"NA","NA","NA","NA",4,0,0,4,4,3,"NA","NA",0,2,ghana
2012,1,41,2,2,2,2,4,4,0,0,"NA","NA","NA","NA",4,0,0,4,4,4,"NA","NA",0,1,ghana
2012,1,60,2,4,4,2,4,2,0,0,"NA","NA","NA","NA",3,0,0,4,4,3,"NA","NA",0,2,ghana
2012,2,21,2,1,1,1,4,4,0,0,"NA","NA","NA","NA",4,0,0,1,2,1,"NA","NA",5,2,ghana
2012,2,57,1,3,2,2,4,4,4,0,"NA","NA","NA","NA",3,0,0,2,2,2,"NA","NA",7,1,ghana
2012,2,57,1,1,1,2,4,4,0,0,"NA","NA","NA","NA",2,0,0,1,2,2,"NA","NA",3,2,ghana
2012,2,22,1,1,1,2,2,4,0,0,"NA","NA","NA","NA",3,0,0,1,1,2,"NA","NA",5,1,ghana
2012,2,37,1,1,1,4,4,4,3,3,"NA","NA","NA","NA",3,2,2,1,1,1,"NA","NA",5,1,ghana
2012,2,24,1,1,1,1,2,4,0,0,"NA","NA","NA","NA",3,0,0,1,1,1,"NA","NA",4,2,ghana
2012,2,44,1,1,1,2,4,3,0,0,"NA","NA","NA","NA",1,7,7,1,1,2,"NA","NA",3,2,ghana
2012,2,40,1,1,1,2,4,4,0,0,"NA","NA","NA","NA",3,7,7,2,1,1,"NA","NA",3,1,ghana
2012,1,25,1,1,4,3,4,4,0,3,"NA","NA","NA","NA",3,7,7,1,1,1,"NA","NA",5,1,ghana
2012,1,42,1,2,1,2,4,4,0,0,"NA","NA","NA","NA",3,0,0,2,2,1,"NA","NA",3,2,ghana
2012,1,48,1,1,1,2,4,4,3,0,"NA","NA","NA","NA",3,0,0,1,1,1,"NA","NA",6,1,ghana
2012,1,26,1,1,1,3,3,4,0,0,"NA","NA","NA","NA",3,7,7,3,3,2,"NA","NA",5,1,ghana
2012,1,20,1,2,3,3,4,4,0,2,"NA","NA","NA","NA",3,7,7,1,1,1,"NA","NA",5,2,ghana
2012,1,43,1,1,2,3,4,4,3,0,"NA","NA","NA","NA",3,0,3,2,1,1,"NA","NA",6,1,ghana
2012,1,37,2,2,2,4,2,3,0,0,"NA","NA","NA","NA",3,0,0,3,3,3,"NA","NA",6,2,ghana
2012,1,32,1,1,1,3,4,4,3,2,"NA","NA","NA","NA",3,0,0,2,1,2,"NA","NA",3,1,ghana
2012,1,70,1,1,1,2,4,4,0,0,"NA","NA","NA","NA",3,0,0,2,1,3,"NA","NA",3,2,ghana
2012,1,25,1,1,5,4,4,3,0,0,"NA","NA","NA","NA",4,7,7,1,1,1,"NA","NA",5,1,ghana
2012,1,36,1,1,1,2,4,4,0,0,"NA","NA","NA","NA",4,7,7,2,2,2,"NA","NA",5,2,ghana
2012,1,33,1,1,5,4,4,4,0,0,"NA","NA","NA","NA",4,7,7,2,1,1,"NA","NA",5,1,ghana
2012,1,43,1,2,2,3,2,4,0,0,"NA","NA","NA","NA",3,0,0,1,1,1,"NA","NA",5,2,ghana
2012,1,53,1,2,4,3,4,3,1,0,"NA","NA","NA","NA",4,7,3,3,4,1,"NA","NA",5,1,ghana
2012,1,50,2,4,5,3,3,1,0,1,"NA","NA","NA","NA",1,2,7,3,3,2,"NA","NA",2,2,ghana
2012,1,18,1,4,2,2,4,4,0,4,"NA","NA","NA","NA",3,0,2,2,1,1,"NA","NA",3,1,ghana
2012,1,34,1,1,2,1,4,4,0,0,"NA","NA","NA","NA",3,0,0,2,1,2,"NA","NA",6,2,ghana
2012,1,36,1,1,1,1,4,4,0,0,"NA","NA","NA","NA",3,0,0,3,2,1,"NA","NA",3,2,ghana
2012,1,63,2,1,4,1,4,4,3,0,"NA","NA","NA","NA",1,7,7,3,4,1,"NA","NA",5,1,ghana
2012,1,57,1,1,1,2,2,4,0,0,"NA","NA","NA","NA",4,7,3,1,1,1,"NA","NA",0,2,ghana
2012,1,25,1,2,2,4,2,3,0,4,"NA","NA","NA","NA",3,7,7,2,2,1,"NA","NA",5,1,ghana
2012,1,29,1,1,2,3,4,3,0,0,"NA","NA","NA","NA",1,7,7,2,1,1,"NA","NA",5,1,ghana
2012,1,31,1,1,1,3,4,4,0,2,"NA","NA","NA","NA",2,7,7,2,2,2,"NA","NA",6,2,ghana
2012,1,66,1,1,1,2,4,4,0,0,"NA","NA","NA","NA",3,7,7,2,2,1,"NA","NA",2,2,ghana
2012,1,30,1,1,1,2,4,4,0,0,"NA","NA","NA","NA",2,7,7,3,2,4,"NA","NA",2,1,ghana
2012,1,75,1,1,1,1,0,0,0,0,"NA","NA","NA","NA",2,0,0,2,2,2,"NA","NA",0,2,ghana
2012,1,37,1,2,2,4,3,4,0,0,"NA","NA","NA","NA",1,0,0,1,1,1,"NA","NA",5,1,ghana
2012,1,18,1,2,2,4,2,2,1,4,"NA","NA","NA","NA",3,7,7,2,2,1,"NA","NA",3,1,ghana
2012,1,21,1,1,4,3,3,2,0,0,"NA","NA","NA","NA",3,7,7,3,3,1,"NA","NA",5,2,ghana
2012,1,24,1,1,1,4,4,0,0,0,"NA","NA","NA","NA",4,7,7,2,3,2,"NA","NA",3,2,ghana
2012,1,20,1,2,1,2,3,4,0,0,"NA","NA","NA","NA",4,7,7,4,4,3,"NA","NA",4,1,ghana
2012,1,22,1,2,4,4,4,4,4,4,"NA","NA","NA","NA",1,0,0,1,1,1,"NA","NA",6,1,ghana
2012,1,40,1,2,3,4,4,0,0,0,"NA","NA","NA","NA",4,0,0,3,3,3,"NA","NA",3,2,ghana
2012,1,28,2,4,5,4,4,4,3,4,"NA","NA","NA","NA",3,0,0,3,3,1,"NA","NA",6,1,ghana
2012,1,28,1,1,1,2,4,4,0,0,"NA","NA","NA","NA",2,0,0,3,2,3,"NA","NA",2,2,ghana
2012,1,49,1,1,1,2,1,3,0,0,"NA","NA","NA","NA",3,7,7,2,2,2,"NA","NA",3,2,ghana
2012,1,18,1,3,4,2,4,4,1,4,"NA","NA","NA","NA",3,3,1,2,3,1,"NA","NA",4,2,ghana
2012,1,18,1,1,4,4,3,2,0,0,"NA","NA","NA","NA",3,7,7,3,2,2,"NA","NA",4,2,ghana
2012,1,30,1,1,2,2,3,4,0,4,"NA","NA","NA","NA",2,0,0,3,3,2,"NA","NA",3,1,ghana
2012,1,27,1,1,1,3,4,0,0,0,"NA","NA","NA","NA",2,7,7,1,1,1,"NA","NA",3,2,ghana
2012,1,56,2,4,4,3,4,4,4,0,"NA","NA","NA","NA",1,7,7,2,2,2,"NA","NA",5,1,ghana
2012,1,27,1,1,1,2,4,4,4,4,"NA","NA","NA","NA",3,0,1,1,1,3,"NA","NA",6,1,ghana
2012,1,26,1,1,1,2,4,4,0,0,"NA","NA","NA","NA",3,0,0,1,1,3,"NA","NA",2,2,ghana
2012,1,30,1,1,4,4,3,4,0,0,"NA","NA","NA","NA",3,7,7,2,2,1,"NA","NA",3,2,ghana
2012,1,52,1,2,4,4,4,4,1,0,"NA","NA","NA","NA",3,7,7,2,2,1,"NA","NA",3,1,ghana
2012,1,32,1,1,2,3,3,4,0,0,"NA","NA","NA","NA",3,0,0,2,2,2,"NA","NA",3,2,ghana
2012,1,53,1,1,1,3,3,3,0,0,"NA","NA","NA","NA",0,7,7,3,2,2,"NA","NA",0,2,ghana
2012,1,21,2,1,2,3,4,4,0,0,"NA","NA","NA","NA",2,7,7,3,3,2,"NA","NA",4,1,ghana
2012,1,47,1,1,1,4,4,3,0,0,"NA","NA","NA","NA",2,7,7,2,2,1,"NA","NA",4,1,ghana
2012,1,72,1,1,2,2,4,3,0,0,"NA","NA","NA","NA",3,0,0,3,3,1,"NA","NA",2,1,ghana
2012,1,42,1,1,2,4,3,3,0,0,"NA","NA","NA","NA",3,0,0,3,2,2,"NA","NA",2,2,ghana
2012,1,21,1,2,2,4,2,1,0,0,"NA","NA","NA","NA",3,0,0,1,2,1,"NA","NA",3,1,ghana
2012,1,73,1,1,1,4,4,4,0,0,"NA","NA","NA","NA",2,7,7,1,1,1,"NA","NA",5,1,ghana
2012,1,26,1,1,1,4,2,4,2,0,"NA","NA","NA","NA",2,7,7,2,3,1,"NA","NA",5,2,ghana
2012,1,35,1,1,2,4,4,4,2,0,"NA","NA","NA","NA",2,0,0,2,2,2,"NA","NA",3,1,ghana
2012,1,38,1,1,2,4,4,4,0,0,"NA","NA","NA","NA",3,1,0,2,2,2,"NA","NA",4,2,ghana
2012,1,30,1,2,2,3,3,3,0,0,"NA","NA","NA","NA",3,0,0,3,3,3,"NA","NA",1,2,ghana
2012,1,47,2,2,4,2,4,4,1,0,"NA","NA","NA","NA",1,7,7,1,2,1,"NA","NA",5,1,ghana
2012,2,52,1,1,1,3,4,4,2,0,"NA","NA","NA","NA",1,7,7,1,1,1,"NA","NA",4,2,ghana
2012,2,32,1,1,1,2,4,4,1,0,"NA","NA","NA","NA",3,7,7,2,1,1,"NA","NA",5,1,ghana
2012,2,21,1,1,2,4,4,4,0,0,"NA","NA","NA","NA",3,7,7,1,1,1,"NA","NA",2,2,ghana
2012,2,27,1,2,1,4,4,4,0,3,"NA","NA","NA","NA",1,0,0,2,2,1,"NA","NA",4,1,ghana
2012,2,47,1,1,1,1,1,3,0,0,"NA","NA","NA","NA",3,0,0,2,3,2,"NA","NA",3,2,ghana
2012,2,44,2,4,4,4,4,4,0,0,"NA","NA","NA","NA",2,0,0,3,3,4,"NA","NA",3,2,ghana
2012,2,39,1,1,1,3,4,4,1,0,"NA","NA","NA","NA",3,2,1,2,2,2,"NA","NA",3,1,ghana
2012,2,56,1,1,5,4,2,0,0,0,"NA","NA","NA","NA",2,7,7,3,1,2,"NA","NA",2,2,ghana
2012,2,64,2,2,2,4,4,0,0,0,"NA","NA","NA","NA",2,7,7,1,2,3,"NA","NA",2,1,ghana
2012,2,37,1,1,1,2,4,2,0,0,"NA","NA","NA","NA",2,7,7,1,1,1,"NA","NA",3,1,ghana
2012,2,45,1,1,1,3,4,1,0,0,"NA","NA","NA","NA",4,7,7,1,2,2,"NA","NA",3,2,ghana
2012,2,32,1,1,2,3,4,0,0,0,"NA","NA","NA","NA",3,0,0,1,2,1,"NA","NA",2,2,ghana
2012,2,60,1,1,1,1,4,0,0,0,"NA","NA","NA","NA",4,0,0,1,3,3,"NA","NA",3,1,ghana
2012,2,72,1,2,2,2,4,1,0,0,"NA","NA","NA","NA",2,0,0,3,3,3,"NA","NA",2,1,ghana
2012,1,24,2,2,4,3,2,4,1,0,"NA","NA","NA","NA",2,7,7,3,2,3,"NA","NA",5,2,ghana
2012,1,23,1,2,4,2,4,2,1,4,"NA","NA","NA","NA",3,7,1,2,2,2,"NA","NA",6,1,ghana
2012,1,23,2,1,1,3,3,4,0,0,"NA","NA","NA","NA",2,7,7,3,3,3,"NA","NA",0,2,ghana
2012,1,30,1,2,2,3,3,4,0,0,"NA","NA","NA","NA",3,0,7,1,1,1,"NA","NA",3,2,ghana
